,rating,brand_name,product_category,parent_category,idx_size,cost_usd,bow
19608,ab,louis vuitton,travel bag,bag,pm,862.33,damier ebene greenwich pm brown fabric  coated canvas damier ebene greenwich
19609,ab,louis vuitton,baguette,bag,7,544.79,damier ebene aubagne brown fabric  coated canvas damier ebene aubagne
19610,ab,louis vuitton,travel bag,bag,17,476.82,monogram alize 3 poche brown fabric  canvas monogram alize 3
19611,b+,louis vuitton,travel bag,bag,17,376.38,monogram alize 3 poche brown fabric  canvas monogram alize 3
19612,ab,louis vuitton,travel bag,bag,24,405.8,monogram alize 24 heures brown fabric  coated canvas monogram alize 24
19613,a,louis vuitton,satchel,bag,bb,1136.24,epi alma bb yellow leather  calf epi alma 
19614,a,louis vuitton,satchel,bag,bb,1420.3,vernis miroir alma bb dark red leather  patent vernis miroir alma
19615,ab,louis vuitton,travel bag,bag,13,862.33,monogram carryall brown fabric  coated canvas monogram carryall 
19616,ab,louis vuitton,handbag,bag,14,357.56,monogram excursion brown fabric  coated canvas monogram excursion 
19617,ab,louis vuitton,tote bag,bag,10,700.01,monogram batignolles horizontal brown canvas  monogram batignolles horizontal
19618,ab,louis vuitton,handbag,bag,pm,659.43,monogram tivoli pm brown fabric  coated canvas monogram tivoli 
19619,ab,louis vuitton,hobo bag,bag,mm,1460.88,monogram artsy mm brown fabric  coated canvas monogram artsy 
19620,ab,louis vuitton,hobo bag,bag,gm,1298.56,monogram artsy gm brown fabric  coated canvas monogram artsy 
19621,ab,louis vuitton,travel bag,bag,gm,842.04,damier ebene greenwich gm brown fabric  coated canvas damier ebene greenwich
19622,ab,louis vuitton,baguette,bag,6,320.45,monogram pochette accessoires brown fabric  coated canvas monogram pochette accessoires
19623,ab,louis vuitton,shoulder bag,bag,mm,443.34,monogram cite mm brown fabric  coated canvas monogram cite 
19624,ab,louis vuitton,shoulder bag,bag,mm,378.41,monogram cite mm brown fabric  coated canvas monogram cite 
19625,b+,louis vuitton,boston bag,bag,35,396.01,monogram speedy 35 brown fabric  coated canvas monogram speedy 
19626,ab,louis vuitton,travel bag,bag,13,705.08,damier geant albatross black fabric  canvas damier geant albatros
19627,b+,louis vuitton,shoulder bag,bag,pm,375.78,monogram boulogne pm brown fabric  coated canvas monogram boulogne 
19628,ab,louis vuitton,crossbody bag,bag,pm,933.34,damier ebene bloomsbury pm brown fabric  coated canvas damier ebene bloomsbury
19629,ab,louis vuitton,crossbody bag,bag,pm,1065.23,damier ebene bloomsbury pm brown fabric  coated canvas damier ebene bloomsbury
19630,ab,louis vuitton,crossbody bag,bag,pm,872.47,damier ebene bloomsbury pm brown fabric  coated canvas damier ebene bloomsbury
19631,ab,louis vuitton,crossbody bag,bag,10,564.06,damier ebene naviglio brown fabric  coated canvas damier ebene naviglio
19632,ab,louis vuitton,crossbody bag,bag,10,526.53,damier ebene naviglio brown fabric  coated canvas damier ebene naviglio
19633,ab,louis vuitton,crossbody bag,bag,11,559.95,monogram abbesses brown fabric  coated canvas monogram abbesses 
19634,ab,louis vuitton,crossbody bag,bag,5,649.28,damier azur eva white fabric  coated canvas damier azur eva
19635,b+,louis vuitton,crossbody bag,bag,mm,740.59,monogram favorite mm brown fabric  coated canvas monogram favorite 
19636,ab,burberry,shoulder bag,bag,8,202.9,leather shoulder bag brown leather  calf calf leather handbag
19637,a,louis vuitton,card holder,slg,3,166.01,monogram card holder brown fabric  coated canvas monogram card holder
19639,ab,louis vuitton,baguette,bag,6,442.69,monogram pochette accessoires brown fabric  coated canvas monogram pochette accessoires
19640,ab,mcm,long wallets,slg,4,202.9,galaxy visetos zip around wallet multicolor leather  calf galaxy visetos slg
19641,a,mcm,clutch bag,bag,9,212.12,galaxy visetos leather clutch bag multicolor leather  calf galaxy visetos clutch
19642,ab,louis vuitton,tote bag,bag,mm,783.92,damier ebene neverfull mm brown fabric  coated canvas damier ebene neverfull
19643,ab,louis vuitton,clutch bag,bag,6,553.36,monogram macassar kasai brown fabric  coated canvas monogram macassar kasai
19644,a,louis vuitton,satchel,bag,pm,2121.2,monogram valisette pm brown fabric  coated canvas monogram valisette 
19645,ab,louis vuitton,satchel,bag,bb,830.04,vernis montaigne bb purple leather  patent monogram vernis montaigne
19646,a,louis vuitton,backpack,bag,12,1014.49,damier azur sperone white fabric  coated canvas damier azur sperone
19647,ab,chanel,tote bag,bag,10,922.26,caviar medallion tote bag black leather  calf caviar medallion tote
19648,a,louis vuitton,bucket bag,bag,11,1291.17,monogram neonoe red fabric  coated canvas 2017 monogram neonoe
19649,a,bottega veneta,coin pouch,slg,6,202.9,intrecciato leather zip pouch black leather  calf intrecciato slg 
19650,a,bottega veneta,card holder,slg,4,129.12,intrecciato leather card case red leather  calf intrecciato slg 
19651,ab,chanel,other slg,slg,7,691.7,caviar cigarette case black leather  calf caviar cc cigarette
19653,ab,louis vuitton,shoulder bag,bag,pm,793.15,monogram delightful pm brown fabric  coated canvas monogram delightful 
19655,a,louis vuitton,coin pouch,slg,3,184.45,damier ebene key pouch brown fabric  coated canvas damier ebene key
19656,a,louis vuitton,crossbody bag,bag,bb,1613.51,monogram empreinte saint sulpice bb red leather  calf monogram empreinte saint
19657,ab,prada,shoulder bag,bag,9,200.0,canapa canvas shoulder bag light brown fabric  canvas canapa logo shoulder
19658,ab,gucci,shoulder bag,bag,12,520.0,web leather soft jackie shoulder bag black leather  calf web soft jackie
19659,b+,gucci,satchel,bag,medium,800.0,medium bamboo leather nymphaea satchel red leather  calf nymphaea  
19660,b+,prada,long wallets,slg,4,380.0,vitello move wallet on chain brown leather  calf vitello wallet on
19661,a,gucci,satchel,bag,mini,485.0,microguccissima mini dome satchel light pink leather  calf microguccissima dome 
19662,ab,bottega veneta,satchel,bag,13,1900.0,large city veneta leather satchel gold leather  lambskin lambskin leather shoulder
19663,ab,balenciaga,tote bag,bag,12,250.0,large sunday lambskin leather tote black leather  lambskin motocross classic sunday
19664,b+,miu miu,satchel,bag,11,270.0,matelasse leather satchel beige leather  lambskin matelasse satchel 
19665,b+,dior,shoulder bag,bag,7,205.0,leather gaucho saddle blue leather  lambskin saddle gaucho 
19666,b+,ysl,handbag,bag,13,205.0,embossed leather muse two handbag brown leather  calf muse two 
19667,b+,louis vuitton,crossbody bag,bag,mm,500.0,damier ebene brooklyn mm brown fabric  coated canvas damier ebene brooklyn
19668,b+,mulberry,shoulder bag,bag,lily,290.0,leather lily black leather  calf lily  
19669,ab,dior,baguette,bag,10,180.0,dior oblique canvas baguette gray fabric  canvas dior oblique baguette
19670,b,ysl,shoulder bag,bag,8,1000.0,large college shoulder bag black leather  calf college  
19672,ab,balenciaga,satchel,bag,xs,495.94,xs navy cabas satchel black leather  lambskin navy cabas 
19673,ab,bottega veneta,card holder,slg,3,55.1,intrecciato leather card holder white leather  calf intrecciato card holder
19676,ab,burberry,shoulder bag,bag,14,128.58,leather shoulder bag black leather  calf haymarket check shoulder
19677,b+,burberry,tote bag,bag,8,36.74,suede tote bag brown leather  suede suede leather tote
19678,ab,burberry,handbag,bag,9,91.84,house check canvas handbag beige fabric  coated canvas house check handbag
19679,ab,burberry,handbag,bag,5,101.02,denim handbag dark blue fabric  denim denim handbag 
19680,b+,burberry,handbag,bag,6,156.13,house check canvas handbag beige fabric  canvas house check handbag
19681,a,burberry,backpack,bag,20,734.72,house check nevis canvas backpack beige fabric  canvas house check nevis
19683,b,celine,pouch,slg,8,45.92,macadam pouch brown fabric  coated canvas macadam clutch 
19684,b+,celine,crossbody bag,bag,6,146.94,macadam crossbody bag brown fabric  coated canvas macadam crossbody 
19685,b,celine,clutch bag,bag,8,45.92,macadam clutch bag brown fabric  coated canvas macadam clutch 
19686,ab,celine,tote bag,bag,11,174.5,macadam tote bag brown plastic  vinyl macadam tote 
19687,b,chanel,shoulder bag,bag,small,1414.34,classic small lambskin leather double flap bag black leather  lambskin timeless classic flap
19689,ab,chanel,crossbody bag,bag,9,1469.44,caviar filigree crossbody bag black leather  calf accordion caviar cc
19690,ab,chanel,crossbody bag,bag,4,1836.8,caviar filigree crossbody bag black leather  calf caviar cc filigree
19691,ab,chanel,tote bag,bag,9,440.83,cc chocolate bar patent leather tote black leather  lambskin cc choco bar
19692,b+,chanel,hobo bag,bag,8,826.56,paris-dallas coco supple hobo pink leather  lambskin 2014 metiers d'art
19696,ab,ferragamo,satchel,bag,8,413.28,leather sofia satchel black leather  calf gancini sofia satchel
19697,ab,ferragamo,satchel,bag,9,257.15,vara leather satchel black leather  calf vara satchel 
19698,ab,ferragamo,shoulder bag,bag,9,175.0,canvas shoulder bag brown fabric  canvas canvas shoulder bag
19699,ab,gucci,handbag,bag,11,486.75,herbarium canvas satchel beige fabric  coated canvas gg ribbon herbarium
19700,ab,gucci,satchel,bag,8,505.12,leather satchel black leather  calf calf leather satchel
19704,b+,hermes,tote bag,bag,36,165.31,amazonia garden party pm brown plastic  others amazonia garden party
19705,ab,hermes,backpack,bag,30,331.0,canvas herbag backpack black fabric  canvas herbag horizontal 
19706,ab,loewe,crossbody bag,bag,7,55.1,wool crossbody bag black fabric  wool wool crossbody 
19707,ab,loewe,tote bag,bag,11,129.0,anagram canvas tote bag black fabric  canvas anagram tote 
19708,b,loewe,handbag,bag,6,54.0,leather senda handbag white leather  senda  
19709,b+,loewe,clutch bag,bag,6,45.92,leather clutch bag black leather  calf anagram clutch 
19710,ab,louis vuitton,shoulder bag,bag,mm,413.28,monogram viva cite mm brown fabric  coated canvas monogram viva-cite 
19711,ab,louis vuitton,handbag,bag,6,293.89,damier ebene trousse pochette brown fabric  coated canvas damier ebene trousse
19712,ab,louis vuitton,shoulder bag,bag,11,348.99,monogram glace bobby dark brown leather  calf monogram glace bobby
19717,a,louis vuitton,satchel,bag,mm,1285.76,monogram eden pm brown fabric  coated canvas monogram eden 
19718,b+,louis vuitton,backpack,bag,15,1699.04,taiga apollo black leather  calf taiga apollo 
19719,b+,louis vuitton,tote bag,bag,mm,532.67,damier ebene neverfull mm brown fabric  coated canvas damier ebene neverfull
19720,ab,louis vuitton,handbag,bag,pm,734.72,damier ebene alma pm brown fabric  coated canvas damier ebene alma
19721,ab,louis vuitton,handbag,bag,26,376.54,damier ebene papillon 26 brown fabric  coated canvas damier ebene papillon
19722,ab,miu miu,satchel,bag,8,183.68,gathered leather satchel black leather  calf matelasse coffer 
19724,ab,prada,shoulder bag,bag,10,128.58,tessuto shoulder bag black fabric  nylon vela shoulder bag
19726,ab,prada,crossbody bag,bag,8,128.58,tessuto crossbody bag black fabric  nylon tessuto crossbody 
19727,ab,prada,tote bag,bag,9,275.52,canapa canvas handbag beige fabric  canvas canapa logo satchel
19728,ab,ysl,long wallets,slg,4,64.29,grain de poudre classic letters zip around long wallet red leather  calf calf leather wallet
19729,ab,ysl,tote bag,bag,16,82.66,embossed tote bag black plastic  vinyl pvc tote 
19730,b,louis vuitton,crossbody bag,bag,11,325.0,taiga taimyr black leather  calf taiga taimyr 
19731,ab,celine,tote bag,bag,large,635.0,large phantom luggage leather tote green leather  calf phantom  
19732,b+,ferragamo,satchel,bag,9,450.0,python trimmed suede sofia satchel gray leather  suede gancini sofia 
19733,ab,gucci,shoulder bag,bag,small,1175.0,small gg supreme embroidered dionysus shoulder bag brown fabric  coated canvas dionysus gg supreme
19734,ab,balenciaga,shoulder bag,bag,14,147.65,leather motocross classic day black leather  lambskin motocross classic day
19735,b+,balenciaga,travel bag,bag,14,129.19,motocross classic leather weekender bag black leather  lambskin motocross classic weekender
19736,b,balenciaga,tote bag,bag,small,276.85,denim cabas tote bag blue fabric  denim navy cabas 
19737,ab,burberry,shoulder bag,bag,10,55.37,leather shoulder bag black leather  calf calf leather crossbody
19738,ab,cartier,tote bag,bag,9,304.53,mink fur marcello de cartier tote beige natural material  fur marcello de cartier
19739,ab,cartier,clutch bag,bag,6,46.14,leather must de cartier clutch bag dark red leather  calf must de cartier
19741,b+,celine,satchel,bag,10,147.65,leather satchel black leather  calf calf leather satchel
19742,b+,chanel,tote bag,bag,10,682.89,caviar medallion tote bag black leather  calf caviar medallion tote
19753,ab,chanel,vanity bag,bag,4,359.9,caviar leather vanity bag black leather  calf caviar cc vanity
19755,ab,ferragamo,tote bag,bag,12,64.6,canvas tote bag brown fabric  canvas canvas tote 
19756,ab,ferragamo,shoulder bag,bag,8,64.6,nylon shoulder bag black fabric  nylon vara shoulder bag
19757,ab,ferragamo,baguette,bag,6,119.97,gancini leather baguette black leather  calf gancini baguette 
19758,ab,gucci,shoulder bag,bag,8,83.05,bamboo canvas jackie light brown fabric  canvas bamboo jackie 
19759,ab,gucci,crossbody bag,bag,8,110.74,leather crossbody bag black leather  calf leather crossbody 
19761,b+,gucci,backpack,bag,12,110.74,bamboo suede drawstring backpack black leather  suede bamboo backpack 
19762,b+,gucci,tote bag,bag,9,55.37,gg canvas jolicoeur tote bag black fabric  canvas gg canvas jolicoeur
19763,ab,gucci,belt bag,bag,6,212.25,gg canvas belt bag beige fabric  canvas gg canvas belt
19764,ab,gucci,crossbody bag,bag,11,110.74,nylon crossbody bag black fabric  nylon nylon crossbody 
19765,b,hermes,tote bag,bag,mm,64.6,fourre tout mm brown fabric  canvas fourre tout 
19766,ab,hermes,tote bag,bag,36,968.96,canvas garden party with strap orange fabric  canvas garden party 
19772,b,loewe,handbag,bag,9,64.6,suede amazona white leather  suede amazona handbag 
19773,b,loewe,tote bag,bag,13,73.83,suede tote bag gray leather  suede suede tote 
19774,b+,loewe,shoulder bag,bag,9,36.91,leather anagram shoulder bag silver leather  calf anagram shoulder bag
19775,b,louis vuitton,other slg,slg,5,27.68,monogram cigarette case brown fabric  coated canvas monogram cigarette case
19776,b,louis vuitton,pouch,slg,28,73.83,monogram trousse toilette 28 brown fabric  coated canvas monogram trousse toilette
19777,ab,louis vuitton,tote bag,bag,13,590.6,damier ebene sarria horizontal brown fabric  coated canvas damier ebene sarria
19778,ab,louis vuitton,handbag,bag,pm,553.69,monogram multicolore alma pm white fabric  coated canvas monogram multicolore alma
19779,a,prada,shoulder bag,bag,8,415.27,canapa shoulder bag brown fabric  canvas canapa bucket 
19780,ab,prada,crossbody bag,bag,9,92.28,tessuto crossbody bag black fabric  nylon tessuto crossbody 
19781,ab,prada,tote bag,bag,11,110.74,tessuto tote bag black fabric  nylon tessuto tote 
19782,ab,prada,shoulder bag,bag,7,193.79,raffia frame shoulder bag beige natural material  raffia raffia shoulder bag
19783,b+,prada,shoulder bag,bag,9,55.37,leather shoulder bag dark brown leather  calf calf leather shoulder
19784,b+,prada,satchel,bag,7,193.79,saffiano galleria satchel light green leather  calf saffiano double zip
19785,ab,prada,shoulder bag,bag,9,92.28,tessuto shoulder bag black fabric  nylon tessuto shoulder bag
19786,b+,prada,shoulder bag,bag,5,175.34,leather shoulder bag black leather  calf pocket space 
19787,ab,ysl,long wallets,slg,4,36.91,crest long wallet black leather  calf calf leather wallet
19788,b+,louis vuitton,long wallets,slg,5,355.0,monogram zippy retiro wallet brown fabric  coated canvas monogram retiro zippy
